Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2018 - 2мес., Чистые активы, RUB;2018 - 3мес., Чистые активы, RUB;2018 - 4мес., Чистые активы, RUB;2018 - 5мес., Чистые активы, RUB;2018 - 6мес., Чистые активы, RUB;2018 - 7мес., Чистые активы, RUB;2018 - 8мес., Чистые активы, RUB;2018 - 9мес., Чистые активы, RUB;2018 - 10мес., Чистые активы, RUB;2018 - 11мес., Чистые активы, RUB;2018 - 12мес., Чистые активы, RUB;2019 - 1мес., Чистые активы, RUB;2018 - 2мес., Счета в Банке России, RUB;2018 - 3мес., Счета в Банке России, RUB;2018 - 4мес., Счета в Банке России, RUB;2018 - 5мес., Счета в Банке России, RUB;2018 - 6мес., Счета в Банке России, RUB;2018 - 7мес., Счета в Банке России, RUB;2018 - 8мес., Счета в Банке России, RUB;2018 - 9мес., Счета в Банке России, RUB;2018 - 10мес., Счета в Банке России, RUB;2018 - 11мес., Счета в Банке России, RUB;2018 - 12мес., Счета в Банке России, RUB;2019 - 1мес., Счета в Банке России, RUB;2018 - 2мес., Коррсчета (НОСТРО), RUB;2018 - 3мес., Коррсчета (НОСТРО), RUB;2018 - 4мес., Коррсчета (НОСТРО), RUB;2018 - 5мес., Коррсчета (НОСТРО), RUB;2018 - 6мес., Коррсчета (НОСТРО), RUB;2018 - 7мес., Коррсчета (НОСТРО), RUB;2018 - 8мес., Коррсчета (НОСТРО), RUB;2018 - 9мес., Коррсчета (НОСТРО), RUB;2018 - 10мес., Коррсчета (НОСТРО), RUB;2018 - 11мес., Коррсчета (НОСТРО), RUB;2018 - 12мес., Коррсчета (НОСТРО), RUB;2019 - 1мес., Коррсчета (НОСТРО), RUB;2018 - 2мес., Ценные бумаги, RUB;2018 - 3мес., Ценные бумаги, RUB;2018 - 4мес., Ценные бумаги, RUB;2018 - 5мес., Ценные бумаги, RUB;2018 - 6мес., Ценные бумаги, RUB;2018 - 7мес., Ценные бумаги, RUB;2018 - 8мес., Ценные бумаги, RUB;2018 - 9мес., Ценные бумаги, RUB;2018 - 10мес., Ценные бумаги, RUB;2018 - 11мес., Ценные бумаги, RUB;2018 - 12мес., Ценные бумаги, RUB;2019 - 1мес., Ценные бумаги, RUB;2018 - 2мес., Кредиты, RUB;2018 - 3мес., Кредиты, RUB;2018 - 4мес., Кредиты, RUB;2018 - 5мес., Кредиты, RUB;2018 - 6мес., Кредиты, RUB;2018 - 7мес., Кредиты, RUB;2018 - 8мес., Кредиты, RUB;2018 - 9мес., Кредиты, RUB;2018 - 10мес., Кредиты, RUB;2018 - 11мес., Кредиты, RUB;2018 - 12мес., Кредиты, RUB;2019 - 1мес., Кредиты, RUB;2018 - 2мес., Кредиты организациям, RUB;2018 - 3мес., Кредиты организациям, RUB;2018 - 4мес., Кредиты организациям, RUB;2018 - 5мес., Кредиты организациям, RUB;2018 - 6мес., Кредиты организациям, RUB;2018 - 7мес., Кредиты организациям, RUB;2018 - 8мес., Кредиты организациям, RUB;2018 - 9мес., Кредиты организациям, RUB;2018 - 10мес., Кредиты организациям, RUB;2018 - 11мес., Кредиты организациям, RUB;2018 - 12мес., Кредиты организациям, RUB;2019 - 1мес., Кредиты организациям, RUB;2018 - 2мес., Кредиты физическим лицам, RUB;2018 - 3мес., Кредиты физическим лицам, RUB;2018 - 4мес., Кредиты физическим лицам, RUB;2018 - 5мес., Кредиты физическим лицам, RUB;2018 - 6мес., Кредиты физическим лицам, RUB;2018 - 7мес., Кредиты физическим лицам, RUB;2018 - 8мес., Кредиты физическим лицам, RUB;2018 - 9мес., Кредиты физическим лицам, RUB;2018 - 10мес., Кредиты физическим лицам, RUB;2018 - 11мес., Кредиты физическим лицам, RUB;2018 - 12мес., Кредиты физическим лицам, RUB;2019 - 1мес., Кредиты физическим лицам, RUB;2018 - 2мес., Кредиты другим банкам (МБК), RUB;2018 - 3мес., Кредиты другим банкам (МБК), RUB;2018 - 4мес., Кредиты другим банкам (МБК), RUB;2018 - 5мес., Кредиты другим банкам (МБК), RUB;2018 - 6мес., Кредиты другим банкам (МБК), RUB;2018 - 7мес., Кредиты другим банкам (МБК), RUB;2018 - 8мес., Кредиты другим банкам (МБК), RUB;2018 - 9мес., Кредиты другим банкам (МБК), RUB;2018 - 10мес., Кредиты другим банкам (МБК), RUB;2018 - 11мес., Кредиты другим банкам (МБК), RUB;2018 - 12мес., Кредиты другим банкам (МБК), RUB;2019 - 1мес., Кредиты другим банкам (МБК), RUB;2018 - 2мес., Основные средства, RUB;2018 - 3мес., Основные средства, RUB;2018 - 4мес., Основные средства, RUB;2018 - 5мес., Основные средства, RUB;2018 - 6мес., Основные средства, RUB;2018 - 7мес., Основные средства, RUB;2018 - 8мес., Основные средства, RUB;2018 - 9мес., Основные средства, RUB;2018 - 10мес., Основные средства, RUB;2018 - 11мес., Основные средства, RUB;2018 - 12мес., Основные средства, RUB;2019 - 1мес., Основные средства, RUB;2018 - 2мес., Учтённые векселя, RUB;2018 - 3мес., Учтённые векселя, RUB;2018 - 4мес., Учтённые векселя, RUB;2018 - 5мес., Учтённые векселя, RUB;2018 - 6мес., Учтённые векселя, RUB;2018 - 7мес., Учтённые векселя, RUB;2018 - 8мес., Учтённые векселя, RUB;2018 - 9мес., Учтённые векселя, RUB;2018 - 10мес., Учтённые векселя, RUB;2018 - 11мес., Учтённые векселя, RUB;2018 - 12мес., Учтённые векселя, RUB;2019 - 1мес., Учтённые векселя, RUB
75;УИК-БАНК, ООО;1300;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЛЬСКИЙ ИННОВАЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК ""УРАЛИНКОМБАНК""";454084, Челябинская обл, г. Челябинск, проспект Свердловский, д. 35 корп. А;Столбов Василий Анатольевич;27.12.1990;28,0;;Ликвидируется;047501843;Челябинская область;Общества с ограниченной ответственностью;Частная собственность;152 500 000;;Находится в стадии ликвидации от 05.05.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 12.01.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;ЕВРОСТАНДАРТ (ООО), КБ;3200;"КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ СТАНДАРТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109028, г. Москва, ул. Солянка, д. 13/3 стр. 1;Медведков Максим Викторович;30.03.2000;19,0;;Ликвидируется;044525433;Москва;Общества с ограниченной ответственностью;Частная собственность;153 500 000;;Находится в стадии ликвидации от 05.03.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 04.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;БУМЕРАНГ, АО КОМСОЦБАНК;1002;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК СОЦИАЛЬНОГО РАЗВИТИЯ ""БУМЕРАНГ""";162602, Вологодская обл., г. Череповец, ул. Коммунистов, д. 22;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;11.03.1999;20,0;;Ликвидируется;041946748;Вологодская область;Непубличные акционерные общества;Иная смешанная российская собственность;153 775 635;;Находится в стадии ликвидации от 05.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 20.05.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;КРЕДО ФИНАНС, ООО КБ;793;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КРЕДО ФИНАНС""";367029, Дагестан респ, г. Махачкала, ул. Абубакарова, д. 115;Джамалудинов Магомедгази Далгатович;14.11.1990;28,0;;Ликвидируется;048209748;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;153 800 000;;Находится в стадии ликвидации от 03.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 28.07.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;ЭКСПРЕСС, ОАО АКБ;3084;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЭКСПРЕСС"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";367020, Дагестан респ, г. Махачкала, ул. Абубакарова, д. 92;Гаджиева Анжелла Гаджиюллаховна;25.09.1998;20,5;;Ликвидируется;048209918;Дагестан (Республика);Публичные акционерные общества;Частная собственность;155 000 000;;Находится в стадии ликвидации от 07.05.2013, Решение о признании должника банкротом и открытии конкурсного производства от 08.04.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;БДБ (ООО), КБ;1060;"КОММЕРЧЕСКИЙ БАНК ""БИЗНЕС ДЛЯ БИЗНЕСА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";429060, Чувашская Республика - Чувашия, Ядринский район, г. Ядрин, ул. Красноармейская, д. 5;Нерусин Павел Иванович;03.12.1990;28,0;;Ликвидируется;049706717;Чувашская Республика-Чувашия;Общества с ограниченной ответственностью;Частная собственность;155 000 000;;Находится в стадии ликвидации от 13.11.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 27.08.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;ТРЕВЕЛ БАНК, ООО;531;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАНК РАЗВИТИЯ ИНДУСТРИИ ТУРИЗМА И ПУТЕШЕСТВИЙ;105064, г. Москва, пер. Гороховский, д. 14 корп. 2;Леванов Виталий Алексеевич;19.10.1990;28,0;;Ликвидируется;044525519;Москва;Общества с ограниченной ответственностью;Частная собственность;156 000 000;;Находится в стадии ликвидации от 21.05.2012, Решение о признании должника банкротом и открытии конкурсного производства от 13.04.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;ОХОТНЫЙ РЯД (ООО), КБ;3375;"КОММЕРЧЕСКИЙ БАНК ""ОХОТНЫЙ РЯД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119017, г. Москва, ул. Ордынка М, д. 20 стр. 1;Коваль Андрей Михайлович;19.07.2001;17,5;;Ликвидируется;044525792;Москва;Общества с ограниченной ответственностью;Частная собственность;160 000 000;;Находится в стадии ликвидации от 16.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;НОВЫЙ КОММЕРЧЕСКИЙ БАНК, ООО;347;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЙ КОММЕРЧЕСКИЙ БАНК""";367013, Дагестан респ, г. Махачкала, ул. Батырая, д. 136;Джамалудинов Магомедгази Далгатович;27.04.1990;28,5;;Ликвидируется;048209711;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;160 142 319;;Находится в стадии ликвидации от 15.01.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 25.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 03.10.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;РСКБ, АО БАНК;2050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕСПУБЛИКАНСКИЙ СОЦИАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК""";119002, г. Москва, пер. Денежный, д. 7 корп. 2;Хамчич Максим Александрович;30.09.1992;26,5;;Ликвидируется;044525211;Москва;Непубличные акционерные общества;Смешанная российская собственность с долями федеральной собственности и собственности субъектов Российской Федерации;165 000 000;;Находится в стадии ликвидации от 18.09.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;РУССКИЙ БАНКИРСКИЙ ДОМ (ЗАО), БАНК;2686;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""РУССКИЙ БАНКИРСКИЙ ДОМ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115035, г. Москва, ул. Садовническая, д. 63 корп. 7;Баушева Надежда Сергеевна;11.02.1994;25,0;;Ликвидируется;044525400;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;172 080 000;;Находится в стадии ликвидации от 23.07.2009, Отозвана Генеральная лицензия на осуществление банковских операций от 23.10.2008, Решение о признании должника банкротом и открытии конкурсного производства от 16.12.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;АКБ КОР, АО;2148;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""КОР""";400087, Волгоградская обл., г. Волгоград, ул. Невская, д. 3;Ватаманюк Игорь Михайлович;04.03.1992;27,0;;Ликвидируется;041806799;Волгоградская область;Публичные акционерные общества;Частная собственность;173 000 000;;Находится в стадии ликвидации от 16.01.2019, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 05.10.2018;1 965 634 000;1 928 946 000;1 855 830 000;1 941 317 000;1 862 464 000;1 873 277 000;1 819 200 000;1 757 039 000;;;;;415 610 000;478 444 000;544 721 000;686 385 000;641 026 000;610 496 000;597 330 000;584 587 000;;;;;305 643 000;261 941 000;46 518 000;28 402 000;6 462 000;37 221 000;13 711 000;17 180 000;;;;;446 964 000;471 294 000;544 649 000;529 551 000;506 725 000;537 457 000;475 643 000;432 885 000;;;;;457 105 000;439 847 000;442 139 000;424 477 000;430 122 000;417 138 000;427 552 000;428 430 000;;;;;399 572 000;383 242 000;381 952 000;361 806 000;328 525 000;350 829 000;366 548 000;365 532 000;;;;;57 333 000;56 605 000;60 187 000;62 671 000;101 597 000;66 309 000;61 004 000;62 898 000;;;;;0;0;0;0;0;0;0;0;;;;;56 888 000;57 099 000;57 588 000;57 869 000;60 466 000;61 269 000;61 063 000;60 811 000;;;;;0;0;0;0;0;0;0;0;;;;
87;ВЕБРР (ООО), КБ;3418;"""ВОСТОЧНО-ЕВРОПЕЙСКИЙ БАНК РЕКОНСТРУКЦИИ И РАЗВИТИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119017, г. Москва, ул. Ордынка Б., д. 37/4 стр. 1;Тихонов Вячеслав Анатольевич;20.06.2002;16,5;;Ликвидируется;044525289;Москва;Общества с ограниченной ответственностью;Частная собственность;175 000 000;;Находится в стадии ликвидации от 13.11.2013, Решение о признании должника банкротом и открытии конкурсного производства от 08.10.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;ПСБ, ОАО БАНК;1943;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЛАТЕЖНЫЙ СЕРВИСНЫЙ БАНК""";450077, Башкортостан респ., г. Уфа, ул. Достоевского, д. 100;Тихонов Вячеслав Анатольевич;26.06.1992;26,5;;Ликвидируется;048082765;Башкортостан (Республика);Публичные акционерные общества;Частная собственность;175 401 320;;Находится в стадии ликвидации от 06.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 11.11.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;МОБИЛБАНК, ОАО;532;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛБАНК""";426000, Удмуртская респ, г. Ижевск, ул. Свободы, д. 173;Столбов Василий Анатольевич;19.10.1990;28,0;;Ликвидируется;049401825;Удмуртская Республика;Публичные акционерные общества;Частная собственность;176 668 000;;Находится в стадии ликвидации от 25.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 19.09.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;МБФИ, ОАО БАНК;2073;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ БАНК ФИНАНСОВ И ИНВЕСТИЦИЙ""";105062, г. Москва, пер. Подсосенский, д. 17;Захваткин Михаил Евгеньевич;25.04.1997;21,5;;Ликвидируется;044525536;Москва;Публичные акционерные общества;Частная собственность;180 000 000;;Находится в стадии ликвидации от 18.10.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 27.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;АЗИМУТ (ПАО), АКБ;3154;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""АЗИМУТ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125190, г. Москва, проспект Ленинградский, д. 80/2 корп. 5 А;Пастушенко Дмитрий Сергеевич;14.11.1994;24,0;;Ликвидируется;044525197;Москва;Публичные акционерные общества;Частная собственность;180 000 000;;Находится в стадии ликвидации от 14.10.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 19.06.2015, Решение о признании должника банкротом и открытии конкурсного производства от 24.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;УНИВЕРСАЛТРАСТ (ООО), КБ;3402;"УНИВЕРСАЛЬНЫЙ ДОВЕРИТЕЛЬНЫЙ БАНК ""УНИВЕРСАЛТРАСТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119180, г. Москва, пер. Голутвинский 1-Й, д. 6(Офисное здание);Баушева Надежда Сергеевна;11.04.2002;17,0;;Ликвидируется;044525726;Москва;Общества с ограниченной ответственностью;Частная собственность;180 000 000;;Находится в стадии ликвидации от 31.01.2013, Решение о признании должника банкротом и открытии конкурсного производства от 19.12.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;НАВИГАТОР (ОАО), БАНК;2469;"БАНК ""НАВИГАТОР"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119421, г. Москва, ул. Новаторов, д. 7А корп. 2(Бизнес-центр «Нижегородский»);Мащев Александр Борисович;24.08.1993;25,5;;Ликвидируется;044525477;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;180 000 002;;Находится в стадии ликвидации от 26.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 30.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;ПК-БАНК, ООО;2652;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛЬНЫЙ КРЕДИТНЫЙ БАНК""";603109, Нижегородская обл, г. Нижний Новгород, набережная Им Федоровского, д. 8;Баклицкий Денис Николаевич;19.01.1994;25,0;;Ликвидируется;042202735;Нижегородская область;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;180 002 000;;Находится в стадии ликвидации от 25.05.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 19.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;МГМБ, ООО;3192;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" МАХАЧКАЛИНСКИЙ ГОРОДСКОЙ МУНИЦИПАЛЬНЫЙ БАНК""";367000, Дагестан респ, г. Махачкала, ул. Максима Горького, д. 23;Джамалудинов Магомедгази Далгатович;30.12.1994;24,0;;Ликвидируется;048209943;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;180 225 000;;Находится в стадии ликвидации от 21.11.2013, Решение о признании банка банкротом (о принудительной ликвидации) от 28.08.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
